species,process,initial_charge,final_charge,charge_state,degree,n_features,ne_min,ne_max,Te_min,Te_max,Ti_min,Ti_max,intercept,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,r2_score,mae_percent,max_error_percent
Ar,radiation_brems,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-27.78006143766989,0.0,0.4111487736299291,3.1664733202222815,-0.9888487600394985,0.015540744922310636,2.750132685051421,0.019479870443929494,0.9561690921410797,-0.3319352221381747,-2.523235731757069,0.7530786206768676,0.007721009457360502,
Ar,radiation_cont,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-8.778495734119472,0.0,1.7613910303115088,-4.664831385532976,2.3021442154212854,0.028481510284978032,0.8002103716085723,-0.1024164133262923,0.026199161534907194,0.0449571729767341,1.5267949053554346,0.9150344342414943,14908.096357208147,
Ar,radiation_cont,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-6.167673912956479,0.0,1.8445446483087427,-4.1207026618079485,1.807131027583442,0.014820093771876024,0.42899005009189356,-0.10747234225348498,0.002432657486480063,0.032087231397979185,1.5015452977444919,0.9205806942002482,3187760.21479825,
Ar,radiation_cont,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.63765923271321,0.0,1.8749086477203247,-3.256212427256686,1.313662993251655,0.00847092936445524,0.002918680772031657,-0.11217701511054505,0.0019710972237084482,0.0182717910030811,1.4743305550308992,0.9142065631791435,32514284.794100318,
Ar,radiation_cont,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-3.8361919486550025,0.0,1.8978354826919677,-2.069691369943461,0.8222708208622442,-0.0006180772056908045,-0.5943664258428902,-0.11680378747207404,0.006938671782952166,0.0033396993371341043,1.444519428433058,0.8819938060040838,389501.7182698576,
Ar,radiation_cont,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-3.8481443881134174,0.0,1.8994702548012528,-0.5443945825203519,0.3298442587070034,-0.010826242201639682,-1.2350517982307785,-0.12040147353488936,0.027567940156717787,-0.013022631560516062,1.4155133320970712,0.8175945557197954,4515.830264828095,
Ar,radiation_cont,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.1654628783745835,0.0,1.9464799267415918,1.3032511342868247,-0.16004825512342047,-0.020842014561324455,-2.2000237242729463,-0.12488785763810968,0.034641556439269826,-0.029194445312115697,1.3848819800353438,0.8553469319733193,69.85206815843532,
Ar,radiation_cont,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.863853815740683,0.0,2.0332157288850468,4.216216509960611,-0.6497511399420345,-0.03294191138734664,-3.4167518004481585,-0.12605061622908256,-0.0073131582961260405,-0.05076879503795105,1.3547705049678425,0.9146646656152569,20.75627659592821,
Ar,radiation_cont,7,7,7,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.0892162261422484,0.0,2.0375682099696455,8.030259210270316,-1.1498273008708582,-0.04218079945512779,-4.866181376819565,-0.13328759414496116,-0.0010643421091803909,-0.054382914961290864,1.35421549485449,0.9654960905197979,2.5854924179889904,
Ar,radiation_cont,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-11.427329437078754,0.0,1.8717088551695136,14.051997521452712,-1.4188482845450205,-0.030915262234966358,-7.003837735445454,-0.11684366480857315,0.4903525647284708,-0.14478554001602909,0.7197124025434041,0.97844775698332,4.171282219954084,
Ar,radiation_cont,9,9,9,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-13.892727181281442,0.0,1.6582249927247277,16.857686070553434,-1.7168566709508812,-0.002110963153177699,-5.78129751712492,-0.12277526353198702,0.8300973889505757,0.0037978414197409804,0.19897708149790275,0.9675798837798503,1.1316683643036158,
Ar,radiation_cont,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-15.668065054708894,0.0,1.4280709284572122,18.02839424934731,-1.8919638833865022,0.018421121581762064,-3.4256126346429308,-0.17548086228588863,1.1099389621240168,0.06125943809159739,-0.5176197679437889,0.9394869130928509,9.834863465353576,
Ar,radiation_cont,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-17.055604581872668,0.0,1.2325507539260434,17.91194528680873,-2.0438521381602075,-0.014040544525811702,-1.094558205797923,-0.13209175059452535,1.3240699240216685,0.08066373883497972,-1.1819299653982775,0.9209753443415853,434.7367389871826,
Ar,radiation_cont,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-18.406381321330404,0.0,1.136077556071687,17.00608145642058,-2.1362035691381625,-0.01976892689180126,1.0840008624431139,-0.10341121381970314,1.4209435098274417,0.11474689203044658,-1.8317721026595268,0.9136159111049361,8452.006058832394,
Ar,radiation_cont,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-19.582483355603948,0.0,1.060594340041507,15.760225962772546,-2.169361109948747,-0.03277339365867355,2.733688878441636,-0.09226924258404794,1.495795782553282,0.11318761696940269,-2.4207625913557997,0.9160538081165435,34752.57227132893,
Ar,radiation_cont,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-20.900165172473297,0.0,1.028568966694704,13.93543789900212,-2.141817880793506,-0.032886825354736436,3.8724417908644595,-0.037075506641566364,1.5449320267390616,0.07454967690191515,-2.9346234233531523,0.9248019386352335,27872.446633906075,
Ar,radiation_cont,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-22.368323294883503,0.0,0.997695538438552,11.675358016923848,-2.0771755812049966,-0.014653899639611912,4.63288710137808,0.026829469759929055,1.565705790843435,-0.04727750384510667,-3.3438991499579216,0.9352629469284776,3266.0497307008686,
Ar,radiation_cont,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-25.124624149251137,0.0,0.7497340692847084,7.2437863131307285,-1.5088959185424433,0.033972519253821026,4.756223514935674,0.08167243751518502,1.4004022300105814,-0.2912335179448866,-3.2829084083789737,0.9042022358722908,1.2375270961603622,
Ar,radiation_cont,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-27.44589723748859,0.0,0.44767998698316447,3.665158184708443,-1.0809083646935957,0.01782274257472719,3.0866576166960438,0.025762772113640708,1.0152881116500851,-0.3377673929299127,-2.7071740675425304,0.7827005297114018,0.013606621397840813,
Ar,radiation_cx,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-6.759326109382881,0.0,1.9346752557135014,-3.875105255014162,2.8033634937645577,0.038627230167514764,0.8629884165385415,-0.099681568376615,-0.056814977396387814,0.05728808731610419,1.5416016021709795,0.877203868008869,1607823.398646594,
Ar,radiation_cx,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.329892714614804,0.0,1.9466675500840769,-3.294584061440227,2.3083052259013614,0.028854201828770215,0.5399825273493123,-0.10454840442349632,-0.050588652998024015,0.04431316108183965,1.5163006422702066,0.8782782460079767,525653338.5857798,
Ar,radiation_cx,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-2.7547392413302334,0.0,1.9594097812169207,-2.454982150911485,1.8146095388713341,0.018936432959336766,0.10726474417215481,-0.10929492257417725,-0.0441430056610207,0.030714422087028112,1.4893686007751448,0.8677189424096478,3809217622.211232,
Ar,radiation_cx,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-1.9176209809911768,0.0,1.9737574517621435,-1.2727420109883432,1.3232548538851936,0.008833472483536478,-0.4839187098034318,-0.11389528349311241,-0.03803495802883179,0.015708637792472436,1.4594911240518555,0.8351907481620443,45788717.109063074,
Ar,radiation_cx,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-1.748532939634848,0.0,1.9892356679977008,0.21231390357565366,0.830806663166695,-0.001449736422654599,-1.2123507194264178,-0.11770121767318958,-0.031835926743509546,-0.0002760958513302601,1.430799986260424,0.8219764862891734,521835.2925727452,
Ar,radiation_cx,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-2.1890981716846762,0.0,2.0062266698503426,2.028623239251474,0.3420777895005365,-0.011877318792419293,-2.0946321439939384,-0.12172742621467454,-0.02627166458260805,-0.01767170726060664,1.3977759926625615,0.8828917190099883,7360.057132713052,
Ar,radiation_cx,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-3.2333314358544585,0.0,2.024735414991146,4.3648533347746,-0.1499089372775572,-0.022792182305609716,-3.1630197506657725,-0.12394780251735969,-0.01897399906767999,-0.0359731715796533,1.3695988355000357,0.9268379417208468,127.21564428595029,
Ar,radiation_cx,7,7,7,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.014871545287572,0.0,2.044626881006384,7.102444074231787,-0.6356646369153006,-0.03423362395789379,-4.358015064092226,-0.12702109538985382,-0.012531274915028208,-0.056057051234779776,1.3438275041960974,0.9453057282492728,10.530017671468176,
Ar,radiation_cx,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-9.452193602766734,0.0,1.953733033068261,13.776526716365861,-0.9673796108687326,-0.0323156738971827,-7.151086034626801,-0.10884733074122811,0.32556067686657786,-0.14672350502401815,0.8997825051784227,0.9709793987171272,7.539200134760135,
Ar,radiation_cx,9,9,9,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-12.377758918143128,0.0,1.7348696101790293,17.36898199271668,-1.326780908816605,-0.0017990612176400952,-6.43291023516315,-0.12261856808039277,0.7282622120506355,-0.025192425025982484,0.5051857636283119,0.9734765400149232,1.4621436703089494,
Ar,radiation_cx,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-14.267583692662752,0.0,1.5070103316414771,18.881603484904375,-1.5583710106279576,0.024416646310153615,-4.277249943742518,-0.16200930328319188,1.0081768674865175,0.05492961693853609,-0.11671805258520485,0.9512083756867676,2.3040769485163186,
Ar,radiation_cx,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-15.768213969888771,0.0,1.2612594277847538,19.200960438157534,-1.751349567837121,-0.008748058411036663,-1.795887128297145,-0.15209393537807456,1.2911419610656603,0.08849864997862746,-0.7522115911691373,0.9297405798703235,102.27981435163564,
Ar,radiation_cx,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-17.06228413924597,0.0,1.1597311130181125,18.645224078555604,-1.9055896524659823,-0.013879407169094147,0.4915003474118559,-0.11475649611466927,1.3814117396738481,0.12040046530109588,-1.3681941520938388,0.919792133999294,3310.778765617987,
Ar,radiation_cx,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-18.32767110172416,0.0,1.0767309376254426,17.48643150717391,-1.9973022517770904,-0.026392613919751683,2.397953211241694,-0.10379537380209745,1.4621668768798786,0.13391443465333633,-1.9634862464897558,0.9189675337069864,27036.714123453785,
Ar,radiation_cx,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-19.605424587630385,0.0,1.0329398707489612,15.87560107632725,-2.012609398376447,-0.0352430372360437,3.7910152423167323,-0.08576326590566351,1.520164326523218,0.10909586603113876,-2.5088748390047493,0.925925729935061,44662.98485467218,
Ar,radiation_cx,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-20.986699812995518,0.0,1.019177715151888,13.83347996320458,-1.9956687716635384,-0.028862425108338384,4.697983521426994,-0.018399522093886705,1.557274325931117,0.025035357581557248,-2.9701062849325597,0.9346427379941659,19309.518072611183,
Ar,radiation_cx,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-23.804009837768582,0.0,0.8423106611499331,9.320727433310683,-1.4939736684580742,0.02381486156283837,5.620632838404054,0.0649714721519098,1.4804415076342545,-0.21048332509579382,-3.1166800009325386,0.9267094663385528,20.672357575223014,
Ar,radiation_cx,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-26.417891530642628,0.0,0.5370370849242099,5.206673978072541,-1.1416780227575911,0.021946031706367147,4.1433780001488145,0.035807654102026215,1.1444276296279983,-0.3175590551206057,-2.7854871445241165,0.8429210433161136,0.03907391026540557,
Ar,radiation_line,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.177254359957562,0.0,1.6734148158679345,-4.086042090768563,2.798971047258528,-0.03842620408486231,1.0445058036185202,-0.09802953384665453,-0.17596156895191895,0.05891081908753285,1.5443038699790061,0.8812084162247079,598158.5796873426,
Ar,radiation_line,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-3.687807493000357,0.0,1.930028155971246,-3.6879572937252676,2.3001504089753584,0.02452417865327753,0.677698577881313,-0.10275979053073539,-0.051336599479874845,0.04640941608091691,1.527454890365328,0.8918247122823396,1262542592.7161655,
Ar,radiation_line,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-1.9231142210537358,0.0,1.9433532749389137,-3.0838282244475073,1.8053425417327764,0.013062124282761736,0.3165706697154493,-0.10751614542898559,-0.04504130393944557,0.03309895496939077,1.5017018364647943,0.8931988101110312,2718413556.7335806,
Ar,radiation_line,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-0.7941239855254336,0.0,1.955598611135571,-2.224261809520329,1.3117507489218265,0.0034722692840793747,-0.12653021627506025,-0.11224195886270666,-0.040079394597065394,0.01942534002536287,1.4745376149639475,0.8818636525375521,29516236.090932168,
Ar,radiation_line,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-0.3337874918651654,0.0,1.9815981515484267,-1.0448731004046294,0.8202276068231007,-0.0021166229843505475,-0.7231343482751496,-0.11696778958792275,-0.029741352168100362,0.004784651926901938,1.4451559349302894,0.8493032795923977,351616.8349507546,
Ar,radiation_line,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-0.4159125414600008,0.0,1.9974422047766298,0.47068153127404266,0.3273297584080493,-0.012312769102132342,-1.4096037124278527,-0.12072347542056702,-0.02378038035991657,-0.011059529999067924,1.4166938468427712,0.8431028862395813,3937.08745036369,
Ar,radiation_line,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-0.9933040650990292,0.0,2.0130445148080454,2.237108678963796,-0.1619945144513368,-0.023016323932667577,-2.2334745104707325,-0.12485034901793877,-0.01707732653885066,-0.02788295160024306,1.3839879004099915,0.8926668140453244,63.73371467600084,
Ar,radiation_line,7,7,7,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-2.4985525631397287,0.0,2.033404100700682,4.620399054487333,-0.6547980800275759,-0.032936051784633116,-3.244002858963688,-0.12716825506504298,-0.009069135111896878,-0.045566609812392016,1.3561760778779863,0.928575126080537,45.237820109561596,
Ar,radiation_line,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.3910416327865995,0.0,2.0520493903878068,11.463649157667373,-1.0854930550402953,-0.047184078515133836,-6.566420535689829,-0.11346202161738303,0.052003485715459985,-0.1083514182283206,1.2138679192275081,0.958407747885198,7.62981237425083,
Ar,radiation_line,9,9,9,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-10.236826347323259,0.0,1.902471027052621,14.904406010555324,-1.4114673623224157,-0.03358700994336564,-7.018706454833102,-0.11480297551679586,0.4638566092978396,-0.15867392317129708,0.703873427787348,0.9765318712760069,5.351096322888375,
Ar,radiation_line,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-12.802503109236879,0.0,1.7022690247899415,17.74060991498351,-1.7330941633341004,-0.004206833065073992,-5.933315804939214,-0.12074225071641016,0.7908782578799991,-0.008215611695677413,0.23926943163565056,0.9706973109492406,1.2786702435163981,
Ar,radiation_line,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-14.612203242509812,0.0,1.485326894768563,18.88856024129168,-1.9296119178565467,0.02002948169844004,-3.7772432240181955,-0.17065504405824589,1.0558909062115793,0.05685551152779691,-0.441823545842238,0.9479738163841034,4.986504256931611,
Ar,radiation_line,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.104239122046316,0.0,1.2597072781770016,18.965107073573932,-2.0837418958593212,-0.014336887369248994,-1.3791358377035197,-0.14019038547436918,1.3105399082210514,0.07816681365050578,-1.1188183907414075,0.9277568106259305,263.72906340573735,
Ar,radiation_line,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-17.42511135397372,0.0,1.1605490807161107,18.230641976658678,-2.201438904569407,-0.018221330340384354,0.7877384664415116,-0.10396739131602119,1.3987007385906691,0.11591061575984651,-1.760038821751959,0.9188160754049901,6696.160415733162,
Ar,radiation_line,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-18.77449435109985,0.0,1.0755489783751937,16.86967489119923,-2.2480254890915026,-0.029794313010786826,2.5894145261979324,-0.0897118635883658,1.4799935055184557,0.11705149879754376,-2.3695303293185144,0.9186448889712501,39946.46534932674,
Ar,radiation_line,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-20.214201910487226,0.0,1.0345879671968155,14.954921053866327,-2.2107369451754098,-0.0344706698637606,3.891952406796543,-0.05262582389668688,1.5371460390761256,0.09284270883748764,-2.915313825997189,0.9264041214061177,41879.43572808077,
Ar,radiation_line,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-23.001142857708565,0.0,0.9153292797070003,10.621425806973532,-1.676274712149374,0.019060785805907553,5.693035546245626,0.054617919366958874,1.5350096985842256,-0.13771610944080448,-3.245630604128014,0.9339929016940357,296.03743480769776,
Ar,radiation_line,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-25.773934829038456,0.0,0.6160957547007949,6.1926703589458265,-1.279583401577747,0.02770532509173159,4.615473446346797,0.06500502920295073,1.2477981300256606,-0.31971178972977055,-3.006811217069775,0.8730696046593709,0.07430863744717428,
Ar,radiation_tot,-1,-1,-1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.3780960022906983,0.0,1.9973833919803623,0.030937904387499764,0.13931418445536883,0.00045687627193118834,-0.13108632324056163,-0.005762074486531243,-0.0006912499106793024,-0.005644078308374283,0.08449276286736468,0.9936082890412136,0.17568369373904333,
Ar,recombination,1,0,0,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.6597904803519313,0.0,0.7837929282724672,-1.0119797441571798,-0.004005431685652736,-0.1904444870560811,0.005362088882480802,,,,,0.9969276617796328,0.08131668693311483,0.4014925005898344
Ar,recombination,2,1,1,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.2959900186116895,0.0,0.8729331767142237,-1.0047600400442205,-0.00588110502173905,-0.2160580552806624,0.01092348690203054,,,,,0.9964105814680775,0.09186859745007568,0.4642768957220112
Ar,recombination,3,2,2,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.4935611338074735,0.0,0.8901839329973875,-0.99944244151479,-0.0016661818070673694,-0.22185117491834794,0.005039447570998582,,,,,0.9962249913074106,0.09492182952028945,0.4852132025080301
Ar,recombination,4,3,3,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.6507608348811456,0.0,0.8995926930138609,-0.9936032495530682,-0.0004087627879770797,-0.22446001665451823,0.007383812898693964,,,,,0.9962806378090209,0.09457175393522847,0.48081011950033187
Ar,recombination,5,4,4,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.5595183194030449,0.0,0.8776651329854072,-1.0485639817219619,-0.0009369932491086357,-0.18711916249813487,0.0026623974571238114,,,,,0.997406896256079,0.07985525879912803,0.3862850440534194
Ar,recombination,6,5,5,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.815930939908649,0.0,0.9153784248266609,-0.9611043074345907,0.00041770003317174775,-0.20343959393127567,0.02979813261693826,,,,,0.9986065331872969,0.057845478277546734,0.23768389918928087
Ar,recombination,7,6,6,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.195808127688851,0.0,0.9916697019401485,-0.6191291980234146,-0.0005688985626642068,-0.31657267468770983,0.010375116153976505,,,,,0.9974348508390319,0.07262531410901561,0.18515742101785607
Ar,recombination,8,7,7,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.9140579754785216,0.0,0.9769148660177643,0.46036715699386355,0.0002660744586737266,-0.2653662978053662,0.01610844818281207,,,,,0.9009551644886342,0.45424502754677876,1.5837806854219532
Ar,recombination,9,8,8,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.9584436632013331,0.0,0.970624456418756,0.29414236496342494,1.566482666217435e-05,-0.1763737968250306,0.024323257319280533,,,,,0.9257548296983871,0.3575131764979918,0.9504013707409691
Ar,recombination,10,9,9,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.0447718927610063,0.0,0.9669043244658625,0.17058136960464437,-0.0005300479927213368,-0.1293764801490116,0.029373789963199733,,,,,0.9496243778236463,0.27812384763756093,0.6735884001266966
Ar,recombination,11,10,10,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.0158209556004185,0.0,0.9834709482716352,0.1641700504346,-0.0018415636715515828,-0.017801274736763555,0.010416232801147082,,,,,0.9170345123740509,0.3775598909673502,1.0529352302346957
Ar,recombination,12,11,11,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.05000243217274,0.0,0.9763088551908742,-0.03469111298892026,-0.001602129553830337,-0.02725374052734492,0.016836818876246086,,,,,0.9656100423030192,0.2228116904351916,0.6902184308631545
Ar,recombination,13,12,12,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.9475378655934046,0.0,0.9932298787336545,-0.21585076371970363,-0.002409771270801633,0.048174475107163224,0.005613674508019703,,,,,0.9733277304836297,0.202003946422618,0.6987673799362695
Ar,recombination,14,13,13,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.0237402953279804,0.0,0.9956704863840602,-0.23457949868459638,-0.0021361652258514757,0.06863980959445276,0.003948410813169049,,,,,0.9782141468658417,0.17995773184584443,0.6751597076716082
Ar,recombination,15,14,14,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.9850695951322064,0.0,0.9983702523179538,-0.41887400815736453,-0.0014583515572091981,0.048963703078646094,0.00264994986934565,,,,,0.9928053647704272,0.10378792627264836,0.41539839106800996
Ar,recombination,16,15,15,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.8883881933572344,0.0,0.9990767876737378,-0.6902503193234767,-6.71937286598408e-05,0.01809757006717543,0.0001987546106454751,,,,,0.9980445775625537,0.056024914148032984,0.23909729064699864
Ar,recombination,17,16,16,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.047080498982694,0.0,0.9995919009355945,-0.673267051866847,0.00011988347648827478,-0.012517328624603728,-0.00016065251203684056,,,,,0.9997872053162485,0.0176948719200725,0.09526610584144492
Ar,recombination,18,17,17,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.1865978814721063,0.0,0.9996780626398863,-0.6575702242010734,-5.286116886883148e-06,-0.02667078654342398,1.5022591475444114e-05,,,,,0.999997929738742,0.0019759577746094282,0.007061914995483412
C,charge_exchange,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,3.313446786740598,0.0,1.0000544732428347,0.0006919874294915,2.8562318104099966,-0.001050245518305,0.0007091847410851,-0.1297289367486881,-0.002278921007554,0.0018690342415409,0.0014985543778858,0.9997352506188052,0.0578724679188263,0.1471898110789036
C,charge_exchange,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,4.041227605458371,0.0,0.9998913205309424,0.0002514682675795,1.456707493189437,-0.0009824424161968,-0.000425546112392,-0.2752288486962981,0.000595018235189,-7.217636179709843e-05,0.0011015986205282,0.9997680137434068,0.0270582679936855,0.1368009814675852
C,charge_exchange,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,5.0439004514451815,0.0,0.9996621726082544,0.00016091485923,0.4285654690584784,-0.0001973124879224,9.294608860171056e-05,0.0711805767939229,-0.0002931538687077,0.0002965264973702,0.0003550586728514,0.9999163179476738,0.0110222656942289,0.0463477919345672
