species,process,initial_charge,final_charge,charge_state,degree,n_features,ne_min,ne_max,Te_min,Te_max,Ti_min,Ti_max,intercept,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,r2_score,mae_percent,max_error_percent
Ar,charge_exchange,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,6.112039676041256,0.0,0.9997059509542408,-8.930939828586034e-08,0.4996081057198383,-6.1799072012518294e-09,-1.0153845293506629e-07,-1.7216131819425948e-07,1.3783363648074492e-07,-5.398089390572596e-08,5.774328445724225e-09,0.9999999999859466,4.694031095959775e-06,1.2130360997860444e-05
Ar,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.48773071141474,0.0,-0.052707507962036465,-7.1258148012945295,3.768099077994753,0.057505398295972794,3.078177379346409,0.7341740641518122,0.025511323690583933,0.01358103109632195,-0.6408821473347941,0.9159793027674469,0.03679086037397662,13.17221480807903
Ar,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-11.983977598912254,0.0,-0.061138802899251304,-8.434695833841145,4.862738753895916,0.06063629545513704,2.237260825356959,0.012818505352818475,0.003563760746375011,0.0033353754660216486,2.6072168787810903,0.9234634503423508,0.5329792211105508,42.38131728183673
Ar,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.946505108722828,0.0,-0.08641903959612428,-7.681736134222888,4.168532105921442,0.05291535657872668,1.438454405453083,-0.23008636838622457,-0.07180430561595197,0.07409050196667159,3.2519882240853373,0.9048501251331702,1.7387614823374264,44.90561862083755
Ar,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.063413130500344,0.0,-0.06921732586118419,-5.988351212814847,3.0525790058862725,0.028276457485133116,0.45879130485183284,-0.25563890418380675,-0.06803469724557096,0.058237314431687844,3.381331270422339,0.8714610859336694,5.3406677081940925,63.338741061648584
Ar,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-3.92878563474155,0.0,-0.0372026988025974,-3.107230840769649,1.9382417355207755,-0.0051214518425724345,-1.1698481483862928,-0.2541971025345024,-0.05796783300303734,0.009878635413887116,3.402849232197507,0.7387297273223263,7.768789944534173,36.84005748230736
Ar,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.032073618618915,0.0,-0.002968350572043104,0.4693061062859771,0.813210367915405,-0.02813588550487846,-2.9719805545028186,-0.2752597778874295,-0.05065883902351019,-0.03689992162481614,3.4455163746869566,0.6708852908510596,8.818554498268396,49.994229167636114
Ar,fZ,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.422799898312643,0.0,0.03259305835027473,4.7997713293214535,-0.3409110157067037,-0.05207769457515596,-5.006935988329405,-0.30736097804525414,-0.03828460608068208,-0.06982729942699038,3.383525601454524,0.860631195681637,11.250411365132198,62.527844495486804
Ar,fZ,7,7,7,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.653192751505169,0.0,0.03028745763443345,9.438536716507125,-1.2860908018125798,-0.056632022416317776,-6.412149893121358,-0.27093719037788083,0.03278831453651693,-0.09371879965993263,2.390043789726234,0.9401335143230414,11.301788592063216,65.11395337273315
Ar,fZ,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-9.628355710167739,0.0,0.047405711427220866,12.288960805913035,-2.087014910805861,-0.04100988921092414,-5.61358526396838,-0.24545508664310692,-0.05990810896061911,-0.022331935458050976,1.1664859696810426,0.9560985839571302,5.371321664315861,58.42572999905416
Ar,fZ,9,9,9,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-12.248071564632388,0.0,-0.09971211006926126,14.322179385340398,-2.255341220238859,-0.002430588408083294,-1.9280099818194971,-0.24657340413738602,0.011278315353772168,0.1269728518559216,-0.7206788062916858,0.9184513908016998,4.584976692399881,75.47756880444942
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-13.825056975250757,0.0,-0.06894832746199746,13.644662384763114,-2.4088153974154314,-0.022384518099032816,1.2109923012787143,-0.15330872111556657,-0.007414170715426782,0.2014095554111596,-2.109081409338511,0.9058533368321136,4.215889687903136,86.66698065948599
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-15.258108083049589,0.0,0.007308299365398841,11.888188453270756,-2.4619245700144763,-0.029787081059703048,3.1431164877512314,-0.07715480174592045,0.034002281626781,0.21161633873128746,-3.2167242385986774,0.9147476964456641,2.650395947987798,91.19499992920123
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.759158690932427,0.0,0.0908107973827629,9.568457137508592,-2.4362557541913765,-0.005823765503667105,4.0865165146005005,0.025158212357305938,0.0913967521002328,0.06168080570730468,-4.033862600798593,0.9163700076368425,0.9950313625115115,89.31143664993111
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-18.31882547166154,0.0,0.11191030119125583,7.057991059119739,-2.268182496775256,0.001945241592078159,4.058638141090013,0.0917558449538558,0.1259541695300508,-0.10688193771214896,-4.48419011746411,0.8860629337310242,0.12801061309967368,25.983632231099072
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-19.832931701227395,0.0,0.09823936172169324,4.640736506104961,-1.9701736729942418,0.013445614111799335,3.248433420737595,0.14429233151518525,0.1346368827585491,-0.23386616294438448,-4.390803443456953,0.8115019396206556,0.01265709875404248,11.02441909353436
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-21.146236902745407,0.0,0.04372763722139301,2.6107506837827668,-1.4281835964432816,-0.026148482733937932,2.1093054799432998,0.22641063839732026,0.08320297982338047,-0.2213418153467297,-3.471373505535228,0.6770785488995895,0.0016478209226113239,2.5209493615290786
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-22.163216175469643,0.0,0.034892736427657264,1.113266578598894,-0.7085347793263694,-0.032013957565364175,1.0152555458757355,0.22838725296571413,0.08661538425141141,-0.16938032245365345,-1.8562848268325198,0.4446122980822197,0.00010534348067011134,0.22538608045615344
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-22.99025573948584,0.0,0.0031169948915796804,0.04936392157324947,-0.02102816799485023,0.00012414164658084301,0.054691021273689994,-0.003105676799311513,0.009198288843088917,-0.015928918175491778,-0.06205816773651715,0.03413858283568072,3.631169475092368e-08,0.00010138649145995207
Ar,fZ,18,18,18,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-23.025720799151816,0.0,-1.8175820368423395e-05,0.0003160172618180358,-7.437260612871085e-05,-0.00018704674188190247,0.0003958837244999278,-0.00014454386001846458,-4.2028462270806085e-05,1.8265844705920166e-05,-0.00026531692862713117,0.0035675187459026647,3.897339188702014e-12,3.732867479780121e-09
Ar,ionization,0,1,0,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,5.916736325471985,0.0,1.001208909617657,0.3463253781393326,-6.63739094496584e-05,-0.23503906288745613,-0.0004527508557927596,,,,,0.9972187504566684,0.06571288790653793,0.2841578108786644
Ar,ionization,1,2,1,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,5.4109529336821565,0.0,1.0021443080197756,0.5593838280120824,-0.00015055925278682823,-0.3199477333225911,-0.0007312059127075689,,,,,0.9942547726960793,0.10336606455881671,0.5181110251745994
Ar,ionization,2,3,2,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,4.95601718666514,0.0,1.0032491388246079,0.818475815772715,-0.00023588409965560295,-0.4298669292226684,-0.0010539259932162135,,,,,0.9909144894905494,0.14971712097375398,0.8384923315430114
Ar,ionization,3,4,3,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,4.407528159506291,0.0,1.0049946545207777,1.1607326549159755,-0.0003744806163145778,-0.5884355954857932,-0.001548093360555008,,,,,0.9863676286671174,0.22469170964260543,1.478846842633789
Ar,ionization,4,5,4,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,3.938647167432098,0.0,1.0063463476423367,1.4668002453156568,-0.0004715673425800575,-0.7252646170761481,-0.001935579620919314,,,,,0.9843228189556449,0.28636757945586416,2.1198233130332422
Ar,ionization,5,6,5,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,3.4490516363970003,0.0,1.0079539189969546,1.7960694509895736,-0.0005925233708989964,-0.8793717273029004,-0.002387447150990811,,,,,0.9823199359921216,0.36327572691986265,3.0949547400962247
Ar,ionization,6,7,6,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.8709984009289884,0.0,1.0108178384885405,2.3253957975858284,-0.0009054845513923711,-1.0676906451567394,-0.0031270239199150426,,,,,0.9797805499805134,0.5023811618400524,5.707813708736985
Ar,ionization,7,8,7,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,2.2823585323433884,0.0,1.0126308392192227,2.7320519376258035,-0.0011129796180816295,-1.197352426771523,-0.003548292564052464,,,,,0.9797541962101292,0.598424786986903,8.025824648884875
Ar,ionization,8,9,8,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-1.210828853771909,0.0,1.0365691814565754,7.328278817690828,-0.0028549977855186837,-3.557499641105866,-0.010813106700885977,,,,,0.9743834959049781,7.896252496745762,607.6139374667856
Ar,ionization,9,10,9,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-2.0597990372112074,0.0,1.0414656362402375,8.27653124987098,-0.0032310560864518556,-4.023035498968972,-0.012253590111684984,,,,,0.9741613189831836,6.144145781453779,1426.4485822677725
Ar,ionization,10,11,10,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-2.9675226702827198,0.0,1.0466978708959334,9.294255641668661,-0.003633094733901103,-4.522101556351879,-0.013796371281096986,,,,,0.9740000744912232,2.838727606727829,3552.614310722281
Ar,ionization,11,12,11,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.131588681285013,0.0,1.0536113340977944,10.63763018964781,-0.004138244946809784,-5.1889078696685385,-0.01581845072198986,,,,,0.9738443504747024,2.9694581342336654,11714.314782724174
Ar,ionization,12,13,12,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.16769270042616,0.0,1.0594874626262587,11.803549287556377,-0.004560457526676337,-5.762575611885897,-0.017517485939889603,,,,,0.9738300981455085,3.733530113761113,32286.282079601693
Ar,ionization,13,14,13,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-6.273447219589551,0.0,1.0613224806608024,13.033131174473082,-0.003761369925582468,-6.359786811032361,-0.007029934279895551,,,,,0.9742643721841693,4.773835791291103,54946.436998450285
Ar,ionization,14,15,14,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.383032292673131,0.0,1.0395900830729166,14.235364549722918,-0.004516675486595783,-6.891408895859879,0.06577392841379472,,,,,0.9769634834600363,5.6689449917670345,13125.070457052758
Ar,ionization,15,16,15,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-8.290737946973447,0.0,1.014811090576635,14.985155942514615,-0.0010479885298347897,-7.0702463279552274,0.12618827851043046,,,,,0.9801883109384152,5.302825231888529,4396.364789925512
Ar,ionization,16,17,16,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.183206034403323,0.0,0.41079422959760226,20.29500567797366,0.011468441860672678,1.7542024565524106,0.7039624540824923,,,,,0.9222052536993708,4809.033604098906,13228821.488147503
Ar,ionization,17,18,17,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.645363384615802,0.0,0.4129875973557549,19.853559821264284,-0.0031331098738142963,2.418556148116395,0.7064479000281775,,,,,0.9221071695258756,8043.617221924269,6564287.680864397
Ar,radiation_brems,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-9.98288991852955,0.0,1.9426158547752124,-3.4022123432468647,2.2977817522863426,0.028868127761325982,0.8508215326937891,-0.10302541379652524,-0.046964883962582527,0.0482199213419196,1.530395281051826,0.8856314399045835,11730.273322159974,
Ar,radiation_brems,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-7.512156941775801,0.0,1.9544923005682298,-2.7843770906233867,1.802656462531736,0.0191223555790134,0.5186437874943135,-0.10789859135343194,-0.04072185629590262,0.03527813215236239,1.5053435655967993,0.8866480772293626,479715.8906448424,
Ar,radiation_brems,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.941861835501908,0.0,1.9670258695074487,-1.9236197007900135,1.3087517811120046,0.009211161365903888,0.09098499239787934,-0.1127103519618419,-0.034267450280656746,0.021895328381987426,1.4785655668910325,0.8755883884205763,25733126.861829147,
Ar,radiation_brems,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.156213607657647,0.0,1.9813840619330747,-0.7330669187711724,0.8172733286597113,-0.000902614732473141,-0.4908916803257274,-0.117330056495201,-0.02817119075170184,0.006986018538367014,1.4487200726176046,0.8444375565782651,307129.99635160033,
Ar,radiation_brems,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-4.9967663963205915,0.0,1.9969492721741056,0.7536178551812236,0.3248704882668146,-0.011213060269671251,-1.2116079174228807,-0.1210960724235908,-0.021909397013874947,-0.009035843529741775,1.4198105194231099,0.8527969850675889,3524.2717516098164,
Ar,radiation_brems,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-5.449436166848178,0.0,2.014042937385508,2.5684432937182575,-0.1637901667250017,-0.021649185461838968,-2.0888704168157677,-0.12506921313170696,-0.01635167009140191,-0.02656044354582305,1.3866391222531294,0.9054224737092609,58.20140977757782,
Ar,radiation_brems,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-6.569070415419051,0.0,2.032621247473403,4.901769789940804,-0.6556848056536306,-0.032583402237200514,-3.1545530551746257,-0.12727938971242986,-0.009076361037625706,-0.04495324060554125,1.3583885884919973,0.9344598501465907,9.807784969205692,
Ar,radiation_brems,7,7,7,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-8.361148606092511,0.0,2.0525605992931255,7.635893164624991,-1.1413562564643833,-0.044018682732382935,-4.348555747247309,-0.130348084203043,-0.0026290971880428967,-0.06512909997967593,1.3325725724469437,0.9477059041330765,3.296568119202883,
Ar,radiation_brems,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-12.668778609173536,0.0,1.8835501211549253,13.5358331174701,-1.4026951857553467,-0.02973460663570374,-6.31278820102096,-0.11495686431514782,0.49751881573938356,-0.1380396287437268,0.677116727979758,0.9746717402157403,4.399581682734697,
Ar,radiation_brems,9,9,9,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-14.990702288946084,0.0,1.66104539402931,16.18008909043622,-1.6751732670287847,0.0026751974766034805,-4.968601561329961,-0.11879213664558858,0.844349817572496,0.0008094841478923001,0.11244019427510868,0.9650276052857165,1.053199461712245,
Ar,radiation_brems,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-16.570765731827613,0.0,1.4121439914422305,17.121291433557612,-1.8510460624410614,0.014178014411095832,-2.7518908469481285,-0.16934015242530512,1.1495842966054108,0.04972880627572697,-0.5876989558615437,0.9405650835380649,8.525914071797223,
Ar,radiation_brems,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-17.85002206221769,0.0,1.2384947537118902,17.028291713533868,-1.9918182114611627,-0.014026903204395622,-0.4614923747514013,-0.1181120175674648,1.3359477376803244,0.06873460371781592,-1.2525893848280905,0.9231466633686125,364.5183219141575,
Ar,radiation_brems,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-19.011535644322155,0.0,1.1335116411351631,16.215503584292488,-2.085110366871532,-0.020625159430766735,1.4992824495361843,-0.09601527345195332,1.4340200155574032,0.10319944053645967,-1.8803609807814698,0.9186041009324123,5019.094884583075,
Ar,radiation_brems,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-20.175529402065884,0.0,1.0590431447827744,14.907949536329541,-2.1040826740325267,-0.03362153599045934,3.0134962557595757,-0.08494062558693345,1.5064980492972653,0.09679167133688214,-2.4571333999393836,0.922408016179367,15015.679355433584,
Ar,radiation_brems,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-21.367154789474633,0.0,1.0250816421267597,13.222391074063331,-2.079564171466275,-0.029320124469659484,4.037923821579495,-0.024905758331773917,1.550152278305215,0.04763374586130621,-2.9488619509999996,0.9305446588908719,11276.665750357239,
Ar,radiation_brems,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-22.67941725849179,0.0,0.9902552598321895,11.194003305371588,-2.0239025174965053,-0.007763087194862831,4.618274621063626,0.03553273235010447,1.5660315221226617,-0.06235511989680602,-3.337192944042734,0.9335002852345342,2452.160774150748,
Ar,radiation_brems,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,-25.512619931597058,0.0,0.710463614218049,6.6342943732728905,-1.4451538045910288,0.03731245235535686,4.514197228638589,0.08148404356725202,1.358976560421981,-0.31205671752571623,-3.2051845155713496,0.8947589178092061,0.4372396773930659,
