species,process,initial_charge,final_charge,charge_state,degree,n_features,ne_min,ne_max,Te_min,Te_max,Ti_min,Ti_max,n0_by_ne,intercept,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,r2_score,mae_percent,max_error_percent
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-15.76158335457087,0.0,-0.15656859796219177,6.363401092937178,-0.07879019634614115,0.039765471487522595,-11.149675485458742,-0.0646712143744511,-0.06810449785170902,0.1857112382599033,0.41585460077760794,0.8229499301497771,4.20792743755898,31.309847423060468
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-15.41265062789468,0.0,-0.15708122984193776,6.980561623767633,0.09661576633762138,0.03686820815662458,-10.721702683047354,-0.0362199840605461,-0.057458494576026815,0.19398188864798327,0.9759652011526422,0.8238150699818041,4.265448788502522,31.566790994937342
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-14.023429892492967,0.0,-0.17056082933569106,9.719032698875237,0.38838916695520825,0.03761999241385072,-8.727963211489875,-0.09420564650161606,-0.03527583529426624,0.23597097343781218,2.42349372698427,0.8319951381618211,4.588413084279518,32.30162953206312
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-12.15930498606787,0.0,-0.20287860095212457,14.071609621588918,-0.290791961525963,0.04929247590517086,-4.593673228085265,-0.25158673259109265,-0.0014711161514297567,0.2543711564983751,2.0871845637141337,0.869538715987705,5.7747714665805185,33.16071374284258
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-12.506479919147539,0.0,-0.15858984560124398,15.120719969630198,-1.846501215128291,0.04768861107982245,-0.18093937108418762,-0.20774472323207957,-0.04004558961582531,0.21373365363879362,-0.7799659375505952,0.9078238694320829,6.619632817348998,84.3209726472419
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-16.14248434679636,0.0,-0.05810597125509659,10.472619141917756,-2.8178921186525496,-0.007597027546729345,2.428544668842421,-0.08556110644890536,-0.016682344330972477,0.2270078690279186,-3.63860639240579,0.9334601802329627,1.0822109323573115,88.45110309881683
Ar,fZ,10,10,10,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-21.438458026851045,0.0,0.008884470437851918,2.080310990185997,-1.6817133849398052,-0.034699745850837516,1.2768473883299571,0.5477756497644767,0.048689656402558484,-0.11655252162856819,-3.5744658694496625,0.8641391303715952,2.589972234742692e-06,0.00025222215520046324
Ar,fZ,10,10,10,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,10,10,10,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,10,10,10,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-15.259267438002475,0.0,-0.27465181434015323,9.514983416377078,-0.15046095017228647,0.017319042981936244,-8.062820985785704,-0.0797671501846401,-0.020684561523568627,0.2091104924354388,0.4282506475823553,0.739961022347452,3.9372336796901273,30.422525308350362
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-14.937638555483936,0.0,-0.2708313412713632,10.071016372859084,-0.005336946873277967,0.01711877401598462,-7.624586008516948,-0.053372221085377695,-0.016692032533351765,0.21663308221919708,0.9236990751395151,0.7476610749019865,4.0289337116499615,30.92148661955209
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.72701756893104,0.0,-0.25613045308913507,12.380484898581527,0.13551943612716386,0.03531922837798607,-5.585609301112969,-0.106994376637791,-0.02453854272163785,0.24804024755464663,2.009314166505362,0.7829443788384329,4.556860925992874,31.9130858577562
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-12.421900265766046,0.0,-0.2099806365829779,15.365372735553576,-0.7059685976102696,0.05414897891959549,-1.4351362612148049,-0.22892758810065067,-0.05139287692573461,0.30338293608484745,1.1117330591257168,0.8522693177669669,9.974814072246318,85.73097542708078
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-13.640909946472178,0.0,-0.1144918185172037,14.26743649891948,-2.060273045641667,0.0006250737754218564,2.3573980171503957,-0.17295481367239277,-0.03817200100797416,0.27029598604113525,-1.9627885881022102,0.9128633497131137,5.42059373908114,77.1809599581149
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-17.939445742391676,0.0,0.027293702139947123,7.731935743757618,-2.6484468247933375,-0.02017655680417978,3.3402122967329237,0.05369529280376209,0.016200311957766646,0.0477561240580492,-4.461817637329902,0.9485693113644232,0.14808400770675997,40.24772195406198
Ar,fZ,11,11,11,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-22.52836866616728,0.0,0.02104722269078224,0.536510956011417,-0.5111677067056107,-0.023934828027900607,0.4623724993743713,0.3523299589836971,0.0752402990705281,-0.0910576503168246,-1.2802290932051794,0.5941177815989167,5.3642353238886235e-08,8.251373083594578e-06
Ar,fZ,11,11,11,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,11,11,11,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,11,11,11,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-14.664051693906762,0.0,-0.2793653979388768,11.778166551096982,-0.19148242940278845,0.045891642842929875,-4.899557777790351,-0.09444877686351225,-0.04269141097740476,0.2730745480346312,0.35898069573339275,0.7182722453387866,3.2854309991143777,26.765217536717252
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-14.379138676746654,0.0,-0.27359424192450443,12.252871908820161,-0.07283702234671781,0.04583870121962872,-4.486043979956722,-0.07579054380499539,-0.04013694415747723,0.28621040929883684,0.7723772908809213,0.7316130323653949,3.432946862112068,27.850364680137872
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.407561357292419,0.0,-0.2551146898252642,14.058054684494598,-0.07360374307842846,0.046443325574462145,-2.5716930830003903,-0.15015660423117594,-0.0432299255255472,0.3228040980908,1.4796244151809794,0.7822267768513772,5.135005039345491,30.45397813164168
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-12.769792756799477,0.0,-0.16438166254028364,15.640925329699613,-1.044242684344371,0.005145159259197078,1.2200042314962338,-0.25844767072949604,-0.05744276561378877,0.3483321966680193,0.08254728481041737,0.8625310378755986,10.293276300984223,97.69570025156456
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-14.830878554966356,0.0,-0.001513366052018217,12.623925818561101,-2.171550579441658,-0.014246285185350977,3.9413163847702863,-0.09234712705663312,-0.013601657759171121,0.19442396650239732,-2.9145703792672437,0.9322020576383041,3.5786900801407313,82.79641614164194
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-19.702918923909987,0.0,0.016575229724125482,4.8890469689150455,-2.270232202777698,-0.03679737337025197,3.02504560937213,0.18623237075501317,0.022435301937001658,-0.12712047335633503,-4.647510034034334,0.9220365347835857,0.0010689226052499013,0.3696553086967005
Ar,fZ,12,12,12,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-22.99599390351817,0.0,-6.322273268373311e-06,0.026442012425424686,-0.026288623780391606,-0.0020600330413489847,0.03306926778290106,0.028110345964315206,0.0026384556616743213,-0.0032200055048468897,-0.07944379912685076,0.12709431279388184,5.18067174043345e-10,7.475137302010124e-08
Ar,fZ,12,12,12,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,12,12,12,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,12,12,12,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-13.935556890538566,0.0,-0.24672935700085233,13.638342939860577,-0.20397915618294898,0.0012594278270557748,-2.1042623671852927,-0.11554763015158367,-0.05887376487493382,0.2793581335557402,0.26052006457818633,0.742968748764449,4.452816862008365,32.58649878541773
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-13.723931602741684,0.0,-0.23515461969487572,13.996249224268917,-0.14053341439748923,-0.002169456531364704,-1.7255866440899135,-0.11099485858979576,-0.057456595386714375,0.2914782164718989,0.5610443943590891,0.7562724860868713,5.196075531455359,33.07195805047363
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.10627198118181,0.0,-0.18995942507194108,15.162354734166591,-0.32254076241350327,-0.00519353285454015,0.0034294605674492743,-0.20379370778065287,-0.0599939920505644,0.3226235348103459,0.8535755952191567,0.8060703310266805,10.55777155841328,90.58208378284733
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-13.196809899438932,0.0,-0.06469882758228729,15.220642957066412,-1.330618356065924,-0.00905258087268486,3.175183349383411,-0.19908313436904893,-0.0471961548077427,0.29956587356000275,-0.9485715555320763,0.8891229615303726,8.396331065692186,91.39955591146152
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-16.14532769255551,0.0,0.07044717018700841,10.543219178162056,-2.211795684489928,-0.015733202297835272,4.781727913156421,0.006487527946599832,0.029297151622389855,0.07803612894151273,-3.6712712270601164,0.9422504994136868,1.7389187482363035,84.47713765065507
Ar,fZ,13,13,13,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-21.159709763587326,0.0,0.025175794654692784,2.5545999817916827,-1.6112436507716228,-0.022290838659280856,1.9677255818735826,0.3253357080762051,0.05332412670169076,-0.19025992466588795,-3.7778280549558496,0.8262468924978754,3.217076969025993e-05,0.005205641678729223
Ar,fZ,13,13,13,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,13,13,13,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,13,13,13,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,13,13,13,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-13.48313739784398,0.0,-0.16099513862872072,14.70428835845575,-0.23490289905340278,-0.01625452190679945,0.3487276769105211,-0.13125784870630555,-0.06383647780600875,0.21259842996329228,0.17340266511960645,0.7891343445506808,8.578985004901995,86.71474613080625
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-13.328133388044392,0.0,-0.14884640085690862,14.959063143002005,-0.20760148864602013,-0.014855519262011872,0.6813225782936415,-0.12963800528556915,-0.06051523570674296,0.22640754819021652,0.3728332297336938,0.8007221597105157,9.93117808764839,92.19689139630837
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.004528988363118,0.0,-0.09298499655222935,15.549374837548113,-0.49593862511382886,-0.010401588369126068,2.168208204132208,-0.17700204563884986,-0.051514173370446635,0.26418173869752964,0.2655095761975454,0.8453026613826248,11.469376842617244,97.29508986759564
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-13.896830385322676,0.0,0.03078725632193734,14.176006238526057,-1.539521080826542,-0.01648691620535149,4.639863338627154,-0.13639924961837732,-0.0102553273290964,0.21215805006322,-1.8605904842476166,0.9139104390965485,6.146742956878049,78.94417506124874
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-17.574612651818995,0.0,0.05514682680915421,8.211072788982605,-2.1457145106217657,-0.03566304183012262,4.793628362263643,0.09973993725676374,0.030140237223154367,-0.07851913679459624,-4.153386772793138,0.9374400913586898,0.3655044315937615,70.10172765489227
Ar,fZ,14,14,14,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-22.198371507518036,0.0,0.018513499377105766,0.9978254624094561,-0.769318271274314,-0.03611387282717958,0.9279209005466839,0.35418517557885565,0.07066425865781631,-0.12637700697721355,-1.9980565970967032,0.632388224069609,9.397990763797755e-07,0.00020553796537162855
Ar,fZ,14,14,14,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,14,14,14,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,14,14,14,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,14,14,14,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-13.067799577312119,0.0,-0.06213698396078989,15.477307776916714,-0.17060942226292256,-0.019726642988738233,2.5697679531159916,-0.09645447133694597,-0.042840695774484114,0.161134415074096,0.0648255607878167,0.8412636539764264,11.693350519239102,91.9916484986217
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-12.996358979713369,0.0,-0.04697873496624743,15.595525930927572,-0.19515914875833557,-0.019971011659189283,2.8442923799420647,-0.10023178677294768,-0.03823140077967549,0.17818166810113384,0.1348057504342595,0.8500737717348532,11.6499306180384,91.03496888458193
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.104534326597044,0.0,0.008240177556214966,15.466670364811643,-0.6712566967740519,-0.018968018529774828,4.037957080212022,-0.16142218456542173,-0.021147978804417933,0.21792626611698218,-0.44363452037677314,0.8847016845066467,8.9975771933142,81.58014058903899
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-14.844211198553834,0.0,0.10876560236025652,12.6183553282922,-1.6762290972813163,-0.015111404085302718,5.556011118514245,-0.029190753772192067,0.044154955281158856,0.1226875197172088,-2.606664255295475,0.9286600647520515,3.947581574684076,77.59625927199696
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-19.09454309899331,0.0,0.05059966601535202,5.7782055757910005,-1.975844459371568,-0.03826608341834309,4.083527239899664,0.13365089231613322,0.04665258458395593,-0.2235356841075808,-4.305241285148757,0.902809553450889,0.006036767434363127,2.19040706809984
Ar,fZ,15,15,15,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-22.829084474861155,0.0,0.010819248173592153,0.196745774669641,-0.17624288098601268,-0.005452782355035747,0.2240709398434833,0.14075229893495295,0.04110499826793157,-0.04427194835745783,-0.5096998539173094,0.30482099859906286,1.3996333698137795e-08,3.488371835118317e-06
Ar,fZ,15,15,15,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,15,15,15,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,15,15,15,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,15,15,15,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-12.27213277382614,0.0,0.033967711159570035,16.681902166444303,-0.11668799996709599,-0.03003867354998485,5.130994183858579,-0.036021715277055125,-0.006246560607041598,0.12899964851621626,-0.09915637748983244,0.9026180795383264,6.8690693537805325,56.463342374001826
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-12.496889455711422,0.0,0.041201058275798334,16.350828025662388,-0.3210826457130901,-0.026944382273803223,5.173749563830433,-0.07080090801608166,-0.0016710314872953346,0.1367425865148795,-0.4063791325994356,0.9044681454121071,6.410786991115677,53.13954147215173
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-13.51160516694841,0.0,0.08877544056426005,14.762720600198408,-0.9855340218307722,-0.011727826223505862,5.534129405567317,-0.07405056625769715,0.027883099513578518,0.14322011052102815,-1.4101392932028634,0.9145699993422609,5.532846778435093,68.4517223468641
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-16.113107317684168,0.0,0.09839386977559532,10.534157112090462,-1.7236767751192557,-0.027658606156647687,5.767687412982087,0.04074055113312211,0.05117498078000116,-0.008078346435774382,-3.1549672640283033,0.9338856950481564,1.7888654440403144,80.40402255054069
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-20.623106325537286,0.0,0.025253092484839205,3.3869845245688666,-1.611215761213892,-0.0004334567907647002,2.777392660453238,0.1707078704879763,0.03554231014322258,-0.21681754771460637,-3.864377735760118,0.8250597170451819,0.0003153609078755141,0.054990625753921135
Ar,fZ,16,16,16,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.09999999999999999,-23.022239732236038,0.0,-0.0003441552302943029,0.003086630790560212,-0.003000216805831893,-0.00010687521055984412,0.004207565776917589,0.00335609886843256,-0.0006600207318517151,0.0004942961492236702,-0.009456162559341494,0.04097378888804726,5.120235146429778e-11,1.3035081741949213e-08
Ar,fZ,16,16,16,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,16,16,16,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,16,16,16,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,16,16,16,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-23.02585092984046,0.0,2.5035858492982797e-31,-4.425370434184357e-32,-7.580379627305134e-31,,,,,,,0.0,3.7481621506309067e-23,3.7481621506309067e-23
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-16.733862812799913,0.0,0.130728106376345,9.463168017616967,-0.003512253810972818,-0.029903634493794504,6.215593214723267,0.09586557058646009,0.0746255882489202,-0.10361671544470186,-0.23151813141116212,0.9245278632373467,0.30516241548191714,30.476240929136555
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-06,-16.93205350154558,0.0,0.12060254540452675,9.162205885615892,-0.14269188448946032,-0.0316453118566065,6.103747209711785,0.07096971018239975,0.06708484358994174,-0.11821701518454132,-0.5064239824403944,0.9225692852345387,0.1895040991074304,25.000575873429348
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,9.999999999999999e-05,-17.84792980218289,0.0,0.08436603969588811,7.722815361195371,-0.5693430718247653,-0.030423532193718527,5.547591310213198,0.03497769811213896,0.04541617814748049,-0.16561834784944124,-1.3800778689262714,0.9091569486758836,0.017713295484634243,4.439229620610647
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-20.149266369418477,0.0,0.02376678320667447,4.163961526318853,-0.9497995435741841,-0.009664903048557088,3.5987021440927105,-0.013741879493814594,0.011001131112343724,-0.17006377325035069,-2.39351583073047,0.8186314832556965,0.0005140737851072108,0.06927199925229714
Ar,fZ,17,17,17,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-22.718235610075347,0.0,0.006621979804748016,0.3471835436085413,-0.25113012968067616,-0.0015483139122360733,0.40386633348500556,0.12930865001525768,0.03144797685355712,-0.048814357637122135,-0.7407166236846596,0.34404790552432574,6.668864520737105e-08,2.058611998184594e-05
