species,process,initial_charge,final_charge,charge_state,degree,n_features,ne_min,ne_max,Te_min,Te_max,Ti_min,Ti_max,n0_by_ne,intercept,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,r2_score,mae_percent,max_error_percent
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-11.849082064246849,0.0,-0.1163128627308689,-3.5233397960175585,2.213824371717111,-0.0153366400245952,1.683780695184531,-0.0025502087678812,0.0861504374250585,0.0216201981952103,0.1610232242074802,0.9912426667137328,0.0035060867975594,0.1540775248936909
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-7.60823014862349,0.0,-0.088083274454399,-3.052396171785148,2.102967281970692,-0.0167681760269006,1.3326007570507898,-0.0241916450309655,0.045673238770478,0.0095091181845461,0.3473317467186516,0.9954050303264405,0.0523796459363331,5.699161455235653
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-3.870647604053693,0.0,-0.0581779721801137,-2.177423745155479,1.7647531491915385,-0.0135791250797129,0.852914784678266,-0.0564200385356698,0.0130257069000058,0.005858954298401,0.4683406414666007,0.9977157130117016,0.2185133954375682,2.5144266731297327
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-0.8595740257621581,0.0,-0.0389675089629489,-1.4886227872985078,1.325331869847007,-0.00900392363903,0.642333615179876,-0.0392514906149591,0.0088863277739673,0.0070936867344424,0.1955013262376219,0.9963639109926684,1.0388058783174223,6.120855311573742
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,1.6123549567431432,0.0,-0.0333597835228875,-1.3054011494456887,1.1685879712715788,-0.0082961112741723,0.6130288437418785,-0.0067105162917973,0.0134893028124612,0.0040041136375288,0.0323706983265347,0.9930915231028112,1.156075137420823,5.423698353690826
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,3.9361664376696193,0.0,-0.0325864699571764,-1.2823235650447329,1.147365011900779,-0.0082402288505296,0.6102997345607906,-0.0009856068869413,0.0143757748282509,0.0033015553055758,0.0081306719010219,0.9924331763527044,0.2526209473983744,2.195283252924962
He,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,6.240936688021376,0.0,-0.0325056734729996,-1.279948266441183,1.145160689279915,-0.0082349356420681,0.6100320597374338,-0.0003717756516987,0.014471766959948,0.0032239190563233,0.0055842930966879,0.992360959455198,0.0283737167843886,0.2679677411857262
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-9.29527269142657,0.0,-0.0739280936254724,-3.999189054191613,0.3011404823557761,-0.0067652472711122,1.2988027622378602,0.0463138062868996,0.0544953168125195,0.010431681339255,0.4255027465198671,0.9938457642705004,0.0441350042446044,2.014300774669411
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-8.206367408550014,0.0,-0.0782444734337897,-3.0520185046790624,0.743547152251765,-0.0067099194412155,1.3708315824330837,0.0536079144663047,0.0616572928066939,0.0025300132198284,0.4717291079155233,0.9885365194211332,0.0634700422049202,3.149948686519788
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-6.403952826103989,0.0,-0.0831881364705072,-2.4679446612746734,1.0520387994517162,-0.0077950129699875,1.2357907943755242,0.019310495178582,0.0737959035752639,0.0052294825533521,0.1538676782453256,0.9838834918442426,0.2059971653465694,11.421057843721428
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-4.204036161471058,0.0,-0.0839472364716232,-2.34116798583334,1.1274583346665452,-0.008193334707522,1.18305348395318,0.0011227708986526,0.078004761081348,0.007573316319001,0.0359453401952101,0.9840812690203088,0.8416377005395123,17.294102490301032
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-1.957673171661718,0.0,-0.0792771566774965,-2.269022932369512,1.104177614754016,-0.0076895233357846,1.1172870749593915,-0.0141842301250644,0.0695856202684746,0.0119695054924831,0.1094634026103458,0.9871327876996376,1.5216661176388109,13.86902009830534
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-0.2324948184806134,0.0,-0.045293513201083,-1.4677382229256832,0.7969300703871007,-0.0110499792477254,0.4410554358453803,-0.0623559553923578,0.021527299230729,-0.0002582988461849,0.7679595948771851,0.9295300663800868,3.925679374628501,40.15837513300253
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-0.0034929636127044,0.0,0.0123809020449113,0.5387453210510985,-0.3295420374772179,0.0035778483689003,-0.5103045764090403,-0.1995916051160901,-0.0345795751570103,0.0079337020406633,0.8710932815130629,0.8719701759741021,3.942146264504615,14.65243761904238
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-1.6567350011767146,0.0,0.0315707142214346,1.258357873673331,-1.1170978352856635,0.0082123314119882,-0.6103485010527825,-0.01360526436675,-0.0163710335999245,-0.001222887184212,0.033184637925017,0.991473631587578,1.252582165716532,5.829079198657839
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-3.938811132126726,0.0,0.032486822670665,1.279462691313894,-1.1446248774475138,0.0082341204609188,-0.6100075078548803,0.0001548304745705,-0.0145030265592728,-0.0031933778858198,-0.0048956186300113,0.9923446941216876,0.2531154829771857,2.185743031578809
He,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-6.241182397519968,0.0,0.0324965640649487,1.2796813622269243,-1.1449118809933714,0.0082343477699754,-0.6100024355968938,0.0003015887409831,-0.0144827359821027,-0.0032149927741168,-0.0052958861110084,0.9923527760522404,0.0283765880414757,0.2678298536116931
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,9.295250348498232,0.0,0.073935436130658,3.999220711962963,-0.3011408761123124,0.0067645336507891,-1.2988241752823442,-0.0463139756560342,-0.0545096560803906,-0.0104320636514378,-0.4255020411484969,0.9938454080632846,0.0441404159168873,2.01464525784284
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,8.206334334200156,0.0,0.0782521721502249,3.0520614470320675,-0.7435550954434561,0.0067092150956419,-1.370861509583772,-0.0536100845562946,-0.0616719380481864,-0.0025304179440725,-0.471716732660442,0.9885357219205756,0.0634813178286964,3.151060026752761
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,6.40380676369595,0.0,0.0832001491693791,2.468107606994945,-1.0521267168989148,0.0077946433991375,-1.2359134154101286,-0.0193348524032743,-0.0738151346368256,-0.0052290865689974,-0.1537261458209558,0.983878499812084,0.2061801253435869,11.447741985046331
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,4.202196996083583,0.0,0.0840766116987641,2.343241918855318,-1.128790104355171,0.0082199016824096,-1.1848529011959683,-0.0015841239239103,-0.0782202090995676,-0.0074646012554732,-0.0332774640533237,0.983962889902012,0.8487245299203916,17.71314790183027
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,1.9013882702851344,0.0,0.0844673569967725,2.3390985259351664,-1.1453045201012098,0.0082878166802264,-1.1859751181231752,-0.0008623021760967,-0.0790232597858308,-0.0078658431180921,-0.0067110217636587,0.983686873208991,1.8001028207951686,13.443017239345878
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-0.488883433781725,0.0,0.0868814314021054,2.4273517350799443,-1.2070616376444567,0.0082682040168186,-1.2488659419458827,-0.0143524674942027,-0.080628738951776,-0.0086545430582737,0.0756253427793778,0.9812129218241592,2.9649935645925782,10.539420399742516
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-3.2772077993041515,0.0,0.0971270548000687,2.827937819383996,-1.500965497159092,0.0095222023540184,-1.4871594087316986,-0.0556578057397463,-0.0881493068318631,-0.0100261392715253,0.2737569771968861,0.978518761195912,2.217777962974113,15.86178612348495
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-6.918511152255914,0.0,0.1107793982319787,3.3771255479543507,-2.0173013286981147,0.0143375038298789,-1.7216004584872695,-0.0508926717436023,-0.0953148104198144,-0.0084819590871928,0.1692958543231089,0.984458655109209,0.2141604594095466,2.3948902846793025
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-11.271947905192537,0.0,0.1157947607372668,3.5744100758011648,-2.245421236083853,0.0162437142127047,-1.7789755812764962,-0.0082167731281688,-0.0939475761075081,-0.0103503383792964,0.009625059113099,0.987140904742898,0.0036513832913442,0.0510576179583961
He,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-15.83442889365473,0.0,0.1145456979773813,3.591123480469639,-2.2700498213514124,0.0140582107067455,-1.7732219864640877,0.0079472490529442,-0.0890223029439153,-0.015524786168286,-0.0450439919272087,0.9879525172007756,3.85526199012077e-05,0.0005567951769148
He,ionization,0,1,0,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.058283149278895,0.0,1.013882501938583,0.555801365529899,0.0036413749172116,-0.2649925694301112,-0.0063825925425515,,,,,0.9965735298591212,0.0800238165149248,0.32765951363566
He,ionization,1,2,1,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,3.9219696830374335,0.0,1.0363973575543943,1.010116782213464,0.0037039821265991,-0.511052398174609,-0.0345218549552481,,,,,0.9894917289745344,0.1818679814119129,1.0910930045843608
He,radiation_brems,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-8.641972431654365,0.0,1.9675162289459105,-1.2724201498837204,0.1308975384288118,-0.0029484054220203,0.5517873964373536,0.0201082686443569,0.0234192077438632,0.0044664458261182,0.184662462873082,0.996765194789036,0.1535535133658846,
He,radiation_brems,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-3.996812279912191,0.0,1.9995071229222503,0.5017197032845067,4.600254888324961e-05,1.713167325151489e-05,-0.0214472984599382,-1.18027625821627e-05,-0.0002315327908344,-3.093790567291161e-05,0.0001181236578586,0.9999979883430032,0.0031182106896271,
He,radiation_cont,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-7.692106596076277,0.0,1.9598409880815189,-2.510067361968052,0.1339000067585606,-0.0023909567556627,0.3986794548107464,0.0213693261329568,0.0291383860194142,0.0012362082570208,0.1812831073865456,0.9995568387296564,0.0625998055672415,
He,radiation_cont,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-3.595385983135188,0.0,2.0023015798880617,-0.0771026254124044,-0.0003893754409862,0.0003635603041244,0.1446418554085257,2.188996769838624e-05,-0.0069949863069475,0.000164359789186,-3.224092047160193e-05,0.999954612231433,0.0151517110733361,
He,radiation_cx,0,0,0,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-30.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,
He,radiation_cx,1,1,1,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-30.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,
He,radiation_line,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-9.218451581446557,0.0,1.7056777448756462,-2.5914330792875897,0.2375441567432815,-0.0163291042543208,0.4485904174038481,0.0372271785007667,0.1178492540294751,0.0375414404664223,0.3388163076767756,0.998932812862104,0.1064639800853185,
He,radiation_line,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-3.915791126526405,0.0,1.9641620353775016,-1.230775405741978,0.1351253691140488,-0.0063767266940487,0.2413918964284353,0.0205687724013401,0.0230486577946589,0.0016437777315538,0.1789338169958714,0.9998182851687568,0.0328297359365769,
He,radiation_tot,-1,-1,-1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-3.2731861529089894,0.0,1.982429960768176,-0.4993305821118977,0.0216835898627866,-0.0027670810557815,0.3252528659600068,0.0059383446979259,0.0267258429567382,-0.0001210749149349,0.0014004380343101,0.999328665399176,0.0624737267224955,
He,recombination,1,0,0,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-0.4975268206002691,0.0,0.747238135514381,-0.9780498382900964,-0.0057020342234296,-0.2760792353606098,-0.0319565144442921,,,,,0.9962911443694936,0.0873066122674606,0.4363560344927548
He,recombination,2,1,1,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-0.3295226112735073,0.0,1.0030552010599938,-0.9902224883290776,0.0006314476453575,-0.0488866244260558,-0.0116427667527125,,,,,0.9999673860376372,0.0084752651334877,0.0636232265016656
Li,charge_exchange,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,4.768898291631016,0.0,0.9997059906569746,-7.545959959663155e-09,0.4996091468862969,-3.632908566194005e-08,-1.83525434650745e-07,1.587654249860253e-07,2.2834712624215135e-07,1.0666380084640602e-09,1.4046125474632144e-07,0.9999999999839876,5.117922592223701e-06,1.3001315317892812e-05
Li,charge_exchange,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.091000265383958,0.0,0.9997059914912508,-7.980911493009694e-08,0.4996089944624363,1.437877791365578e-07,-6.500549182263072e-08,-5.3224336800672374e-08,1.1067640644971084e-07,-2.1024659888606325e-08,1.88311335021477e-10,0.9999999999843026,5.062685408907872e-06,1.2556867224963213e-05
Li,charge_exchange,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.279417988640596,0.0,0.9997059705757896,-1.1106923614135316e-08,0.4996085676273935,-2.418803228924361e-08,-1.1947497355234157e-07,5.739852696671915e-07,2.414584043698129e-07,1.2800936393061178e-08,1.498088184453739e-07,0.9999999999853324,4.838416243939044e-06,1.203275215709808e-05
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-22.22307218483597,0.0,-0.2282872322934628,-1.1579605477681554,-0.008870369504169,-0.0042355283645215,1.1086512581666836,-0.0022490801329201,0.524661625780976,0.0523613427031214,-0.004348602061743,0.6983664827530494,4.613116442626734e-08,2.132707346294368e-06
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-21.85913700257641,0.0,-0.2605592883620679,-1.693983456505323,0.1709197097592515,-0.0002226252381282,1.5165791083742262,0.0211083893566748,0.5552025287657281,0.030558069945306,-0.4344795969945733,0.7734863931082491,1.5214846878707304e-07,1.4112364855295817e-05
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-20.52396880663727,0.0,-0.4269084776089595,-3.699252068457004,0.8727004669485378,-0.0189043774738099,2.404199575743501,0.1507145498448872,0.7128142274630908,-0.1040009609996582,-1.5033665376272445,0.943086318591046,1.5953634832913507e-06,0.000404867723709
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-16.741402655810262,0.0,-0.8717074324340356,-4.758960215654382,2.9888826895572462,-0.1243648000956328,1.7797635426561893,0.0079266840804945,0.1523661273251259,-0.0364152102817461,0.7571137985497111,0.9946521875453044,0.0001662774094888,0.0373705569582148
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-11.367286371107504,0.0,-0.8477624587598868,-2.836747757498585,2.660075373747752,-0.1308906177530464,0.8635007102530211,-0.0666245744669806,0.069660525980592,-0.0024230668701903,1.0592554038746624,0.9926304830161772,0.0021459599570609,0.2018536739537284
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-6.922730033951641,0.0,-0.8216340965035496,-0.8351645205697767,1.9549789004117184,-0.1236610420155897,0.3131168040255175,-0.0981719261537314,0.0472991369452839,0.0043402853523358,0.8160058004952717,0.994552579717499,0.0135117677498473,0.2139626498601898
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-3.698530853976635,0.0,-0.8113537516411073,0.2082770186401045,1.3467464098106576,-0.120920414541803,0.1976144627638862,-0.0459025880202794,0.0486129801222052,0.0062043429163055,0.2432791418416868,0.9972111338551825,0.1128449473688866,2.500368710549847
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-1.20056592158928,0.0,-0.8093220492893665,0.4373308151747313,1.1718687922759257,-0.121139100973198,0.1950468306093953,-0.0069900160813484,0.0519595575268149,0.0046414655369937,0.0298838496275682,0.9961035002451452,0.6806441952865926,3.830167836973103
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,1.1256360542707742,0.0,-0.8090606049450574,0.4649072086419076,1.149362441843443,-0.1212126173665338,0.1955984886823192,-0.0008306769855349,0.0525316277361742,0.0042891516468917,0.0006948281857045,0.9958033779660184,0.7908358375496227,4.98081176978914
Li,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,3.430640617378282,0.0,-0.8090334629643002,0.4677294437997234,1.1470397468653883,-0.121220840706637,0.1956670341150352,-0.0001782847826669,0.0525928122904546,0.0042503137460838,-0.0023411473390064,0.995769605668966,0.1960020267257018,3.2018114734155168
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-13.896055743751353,0.0,-0.4282946845876493,-9.510321819198277,0.2554436063819616,-0.0421296032375532,2.0486927446952734,0.0468143062996567,-0.0344028331962252,0.049269349270314,0.375898851944393,0.9974644602644264,0.0676698148415689,6.339095073066127
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-12.581606941952453,0.0,-0.3268597548660187,-8.277718923139936,0.9670633492884942,-0.0255814594832762,2.3888230206214134,0.1081244691914384,0.061631619931419,0.0958107861179701,0.8112349892067549,0.9973129658814908,0.099980308326938,8.679368273681746
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-9.809726935986085,0.0,-0.1735995312497573,-6.743675414800614,1.764182330986853,-0.0138116565405676,2.32597041534114,0.0596879395183811,0.1077631685152552,0.0664823159900755,0.6675950786395735,0.9969614229605932,0.2721426920593797,16.73718726641791
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-6.23937992543704,0.0,-0.0932191784238709,-5.442014456266941,1.9289140144261825,-0.0135308594101582,1.776414490160734,-0.0096096759136185,0.0866028517029074,0.0098411256924371,0.6500365257030188,0.9979489240457016,0.3716373171119116,5.365886507930695
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-2.726629281297813,0.0,-0.0716939603714698,-4.101391775963124,1.7026266805338075,-0.0076214773753553,1.3212426966523376,-0.0477272992761501,0.0696169344422995,0.0078080828787083,0.6643956429628494,0.9974501086671737,0.9512328561682396,7.007095992815449
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,0.2370463782364042,0.0,-0.0363028051912534,-3.030815392821098,1.2754876214720694,-0.0042494676092396,1.169035323660622,-0.0649416938740869,0.005952866781111,0.0533315038677534,0.4646851301273356,0.9910424558924604,2.294196449024643,10.452294321274474
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,1.8267872763394064,0.0,0.2352361105687972,-1.7182500364059898,0.4664080115316059,0.0066601325195955,0.4457420532539491,-0.1669388997510401,-0.2789058824324872,0.2274211740686701,0.8622638031750328,0.9643701658995082,1.911409162036777,14.836787315563532
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,1.0442712852724247,0.0,0.7323044193308578,-0.5669133230658959,-0.9665350148109936,0.0966969354565403,-0.1549390576059325,-0.0805219429488977,-0.1207180450799293,0.1148078499263424,0.1713472290046917,0.9890564145650408,1.0278570519026693,4.60505489607228
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-1.130001023172538,0.0,0.8079573128130932,-0.4692654339562846,-1.144460884712762,0.1208304651010723,-0.1951791053232548,-0.001092909651317,-0.0536282115100046,-0.0023512246018959,0.004960078410244,0.9957462369101636,0.7956153552926029,5.001786089291644
Li,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-3.430926936844224,0.0,0.809019660050941,-0.4680560145334818,-1.1467575553481155,0.1212178268479746,-0.1956698356210459,9.332425697036604e-05,-0.0526099942980392,-0.0042268986634522,0.0027027221793491,0.9957656241139288,0.1960625641400149,3.202525998258352
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-5.245213773129121,0.0,-0.0550839948282704,-6.643565084178034,0.1626494699606868,-0.0028936891542569,2.273234546166445,0.024353786989186,0.0027243696252615,0.0379738320377378,0.320648747643157,0.9890561949546202,1.466613081344514,14.50355215534842
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-4.458217231768901,0.0,-0.0537068804301662,-5.763890697918207,0.5607898690206593,-0.0026058571808342,2.33858703349635,0.0430337225938408,-0.0030137560063548,0.0342968956507432,0.5880116514005828,0.9864392153599192,1.5486184392200044,14.519071110285353
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-3.1441265869168324,0.0,-0.0441751850614178,-4.629164777728377,0.8585317998778208,-0.0082470949432071,1.8144994052343184,0.0070867578620007,-0.0117784301781721,0.0207934010074836,0.583122279515508,0.975284548308125,2.443902971518184,39.19434061757771
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-1.8853809898764744,0.0,-0.0119735094050155,-3.154668404915693,0.8149892534994031,-0.0121759056221443,0.5905327124622526,-0.0141112695532006,-0.0279729448355408,-0.0234108383206142,0.8222177971460763,0.8883245658387506,7.268837514192285,73.27609350993161
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-1.1416677901490435,0.0,0.0404746528220399,-0.8373365662364325,0.4820274993239086,-0.0139820875376344,-0.8950030646766975,-0.0481889398439181,-0.0871566550536792,-0.0482060104937739,1.326427145734367,0.602527848280463,11.45865885187943,35.973783596126154
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-1.2666935249264504,0.0,0.0550979474582934,1.8713114009726848,-0.4262664679090386,0.0079201791863409,-1.481724969032984,-0.1608248811920382,-0.1070598800413024,-0.0052591221416149,1.035478532807174,0.936559320096622,6.000182665229796,21.90326142641966
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-2.9458973144166265,0.0,0.0886380389004028,2.7424090536391885,-1.148208983620111,0.0050290742660149,-1.3352079981345908,-0.021250169086742,-0.0758342434293298,0.016390028534239,0.0104601664282065,0.9811491168536184,2.2045102882983447,11.279997888974174
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-5.538948564470704,0.0,0.2583687846325532,2.66419621520963,-1.4261538283203608,0.012453313388845,-1.3723248331010722,-0.0523525170747634,-0.0370400723136244,0.1373696732255537,-0.1176433305097823,0.981330271674007,0.3506143058500928,3.423743394243327
Li,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-8.984747813141302,0.0,0.6364152582710103,2.4469985253158497,-1.968312241788035,0.0649886984408339,-1.4624889428855925,-0.0545245065727036,-0.0587463653530925,0.1538112879184721,-0.1172140411427815,0.9807318599803464,0.0165001205572721,0.2894612812579634
